commit,file,line,covered
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,100,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/connection.go,43,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/index.go,35,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/morph.go,45,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/sysdic.go,56,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/index.go,96,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,106,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/sysdic.go,77,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,97,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/da/da.go,164,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/connection.go,56,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/connection.go,38,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/connection.go,34,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/da/da.go,140,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/da/da.go,161,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/da/da.go,264,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/lattice/lattice.go,224,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/morph.go,56,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/sysdic.go,67,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/morph.go,37,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,116,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/morph.go,61,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,49,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/connection.go,61,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/sysdic.go,63,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/sysdic.go,84,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/da/da.go,135,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,89,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/da/da.go,341,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,62,1
d73e145d47e8a00b81c1ca30e4e70c40d1b237dc,internal/dic/dic.go,83,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/io/InsistentInputStream.scala,56,0
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/json/JsonFormatBuilder.scala,124,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/json/JsonFormatBuilder.scala,149,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,146,0
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala-2.11/eu/shiftforward/apso/spray/ProxySupport.scala,36,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala-2.11/eu/shiftforward/apso/spray/ProxySupport.scala,34,0
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,28,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/json/JsonFormatBuilder.scala,143,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,150,0
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,151,0
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,375,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/akka/http/ProxySupport.scala,34,1
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,392,0
d6f2c3efd4607f9e551bb12c0be3250fc1008b88,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,361,1
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,45,0
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala-2.11/eu/shiftforward/apso/spray/ProxySupport.scala,36,0
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,47,1
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,28,1
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,363,1
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/io/InsistentInputStream.scala,27,0
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,387,0
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,360,1
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,361,0
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/akka/http/ProxySupport.scala,34,0
6c5190012a11b81b1e2c87f21738a53dd80b7355,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,392,1
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,45,1
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,49,1
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,359,0
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala-2.11/eu/shiftforward/apso/spray/ProxySupport.scala,34,1
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,28,0
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/time/IterableInterval.scala,40,1
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,375,0
8c6c9c68a7c5fe50f10953747919b8ff9bb62c53,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,44,1
e94fd585be86503505bae39be3738f682c473b6e,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,146,0
e94fd585be86503505bae39be3738f682c473b6e,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,150,0
e94fd585be86503505bae39be3738f682c473b6e,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,151,0
c805ecd578bb8ef06d667f247f37aac04023dafd,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,146,1
c805ecd578bb8ef06d667f247f37aac04023dafd,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,150,1
c805ecd578bb8ef06d667f247f37aac04023dafd,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,151,1
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,46,0
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/io/LocalFileDescriptor.scala,176,0
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/akka/http/ProxySupport.scala,54,0
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,51,0
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,360,0
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,44,0
db903bb02eefd636a9fd53595c05b6ee2f87696e,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,361,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,47,1
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,49,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/io/LazySequenceInputStream.scala,47,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,176,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/caching/LruCache.scala,119,1
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/io/InsistentInputStream.scala,27,1
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,31,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala-2.11/eu/shiftforward/apso/spray/ProxySupport.scala,34,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,362,1
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,363,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/time/IterableInterval.scala,40,0
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,387,1
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala,51,1
96bc8ee856cae420c3daf7e822bddafcdf36a6fd,core/src/main/scala/eu/shiftforward/apso/config/Implicits.scala,360,0
0b905092ea064614283ddbb0454e58016142d290,lib/time/duration.ex,256,0
9a6b2433261b20371c7a17c9ccd08436ad969d1b,lib/time/duration.ex,256,0
0c81fac6a9a4b7c898e065a927886fbe5c8ecf3a,lib/time/duration.ex,256,0
0c81fac6a9a4b7c898e065a927886fbe5c8ecf3a,lib/time/duration.ex,449,0
90741ce9263402597dc53341995c5c1acc3de44e,lib/time/duration.ex,256,0
90741ce9263402597dc53341995c5c1acc3de44e,lib/time/duration.ex,248,0
90741ce9263402597dc53341995c5c1acc3de44e,lib/parse/datetime/parsers.ex,76,0
fd8916adb82266719d47cd6ef201b84eca9aabcc,lib/parse/datetime/parser.ex,411,1
fd8916adb82266719d47cd6ef201b84eca9aabcc,lib/time/duration.ex,256,1
fd8916adb82266719d47cd6ef201b84eca9aabcc,lib/time/duration.ex,252,0
fd8916adb82266719d47cd6ef201b84eca9aabcc,lib/parse/datetime/parsers.ex,76,1
4622b62d15811a8bce7afa6c5294375b35115072,lib/date/date.ex,172,0
4622b62d15811a8bce7afa6c5294375b35115072,lib/datetime/erlang.ex,351,0
4cef2fced1ee3eb61ca66370ec4b6973485b0710,lib/time/duration.ex,256,0
4cef2fced1ee3eb61ca66370ec4b6973485b0710,lib/time/duration.ex,252,0
68fb1b68cf7a4a934432f830d85f8fd7dcc7080c,lib/time/duration.ex,248,1
68fb1b68cf7a4a934432f830d85f8fd7dcc7080c,lib/interval/interval.ex,84,1
68fb1b68cf7a4a934432f830d85f8fd7dcc7080c,lib/time/duration.ex,449,1
756fd73fdf506754e92c4df0e37a191508c211bb,lib/time/duration.ex,252,1
7aac28bd9f3bbb29b10d9991c3910f52f7d53973,lib/time/duration.ex,256,0
e8aceb6c142d51fcb5616b0dcfac60f9bdc9ed2b,lib/parse/datetime/parsers/iso8601_extended.ex,4,1
30b6bb4b28dbde9df7f90f885175bc7d11d22302,lib/time/duration.ex,252,1
650f14fb29aa96b973a40e6cb288bea9498c51df,lib/time/duration.ex,256,0
650f14fb29aa96b973a40e6cb288bea9498c51df,lib/parse/datetime/parsers/iso8601_extended.ex,4,1
b8002d9d7b346edc8e97fd3237b6fd6420678942,lib/time/duration.ex,449,0
b8002d9d7b346edc8e97fd3237b6fd6420678942,lib/parse/datetime/parsers/iso8601_extended.ex,4,1
a90b612b61a659b67e8851e4d0af64ff69c8cc4d,lib/time/duration.ex,252,1
367717a97dee9f6409227c0a9efe08fbd96a5ee5,lib/time/duration.ex,256,0
3628386d0c1a6c3f2546809b8caa3077ecd2760b,lib/time/duration.ex,256,0
3628386d0c1a6c3f2546809b8caa3077ecd2760b,lib/parse/datetime/parsers/iso8601_extended.ex,4,1
f5abaed848c85760b9dbcdfe12fa4c86e041e535,lib/time/duration.ex,248,1
f5abaed848c85760b9dbcdfe12fa4c86e041e535,lib/parse/datetime/parsers/iso8601_extended.ex,4,0
7f27b7200e57014434c0f6e83e52e9e468a11b57,lib/time/duration.ex,252,1
5b4daa83144c09b7003aa685bf952ea342ceecdf,lib/time/duration.ex,256,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,109,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parsers/iso8601_extended.ex,86,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,117,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parsers/iso8601_extended.ex,67,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,115,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,114,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,309,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,308,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,89,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,301,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,303,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,302,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,120,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,104,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,121,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,93,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,122,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,307,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,123,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,91,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,113,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/parse/datetime/parser.ex,112,0
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,151,1
734043b54c07c1dae6f425895e6fa748dff1b865,lib/timezone/timezone.ex,310,1
2b06b7fd2cdc6d38d97e33dd5a63899e04284aae,lib/date/date.ex,172,1
2b06b7fd2cdc6d38d97e33dd5a63899e04284aae,lib/time/duration.ex,252,1
2b06b7fd2cdc6d38d97e33dd5a63899e04284aae,lib/parse/datetime/parsers/iso8601_extended.ex,4,1
2b06b7fd2cdc6d38d97e33dd5a63899e04284aae,lib/parse/datetime/parsers.ex,76,1
2b06b7fd2cdc6d38d97e33dd5a63899e04284aae,lib/datetime/erlang.ex,351,1
7b0e074021aa26e5b56157bfc421128e5c87a0c9,lib/time/duration.ex,449,0
7b0e074021aa26e5b56157bfc421128e5c87a0c9,lib/parse/datetime/parsers/iso8601_extended.ex,4,0
962528fc9197717c1a75d17672514bd7ef07594b,lib/parse/datetime/parsers/iso8601_extended.ex,4,0
9f9079b2333f371020eae6deb1729ea34d11b2b6,lib/format/duration/formatters/humanized.ex,92,1
06cac78afc9e502e5b59c365a18d2268555a8110,lib/time/duration.ex,449,0
3015de64b0f4950ed0dd01f76d34fbbefb893b27,lib/parse/datetime/parsers.ex,76,1
7a65080b1297c95818c9e82fd158a72577ac9f4d,lib/comparable/diff.ex,17,1
d71a7fcb3620fe5c63dcbcc83eeb2108cae71b16,lib/time/duration.ex,449,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,25,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,69,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,118,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,70,1
a65490103c76eb098791791db282cdb468cc7288,lib/datetime/helpers.ex,59,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,92,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,30,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,65,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,76,1
a65490103c76eb098791791db282cdb468cc7288,lib/time/duration.ex,252,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,20,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,31,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,67,1
a65490103c76eb098791791db282cdb468cc7288,lib/parse/datetime/parsers.ex,76,0
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,11,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,83,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,73,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,84,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,63,1
a65490103c76eb098791791db282cdb468cc7288,lib/convert/convert.ex,75,1
741df7f0a7ed2c5dd68cbece0e1f6bec0d70f357,lib/date/date.ex,189,1
741df7f0a7ed2c5dd68cbece0e1f6bec0d70f357,lib/interval/interval.ex,73,1
741df7f0a7ed2c5dd68cbece0e1f6bec0d70f357,lib/interval/interval.ex,83,1
